Code,Product Name,Batch Number,Valid,Created At,Last Verified At,Verification Count
"ELS8M04J","Herblix Chamomile","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"5I2SB9MZ","Herblix Aloe Vera","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"ZYA77WFC","Herblix Turmeric","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"KCXF8XWD","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"M7FRN13N","Herblix Rose Hip","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"2IQ6AIT0","Herblix Chamomile","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"IGJQWHGI","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"6XV3XG3E","Herblix Natural Cream","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"55ELG5FP","Herblix Organic Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"7MMYWLE4","Herblix Chamomile","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"7BDHYQP9","Herblix Garlic Extract","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"KXGGEC1T","Herblix Vitamin C","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"H0JAH4I8","Herblix Rose Hip","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"EC01WB3V","Herblix Herbal Tea","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"8H6YA85F","Herblix Herbal Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"KEOEG259","Herblix Garlic Extract","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"M69XFGF7","Herblix Vitamin C","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"LODHE6TY","Herblix Natural Cream","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"K8WD1XRT","Herblix Lavender Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"MUDBWIIP","Herblix Ginseng","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"BAVPML2J","Herblix Natural Cream","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"AG432UO5","Herblix Chamomile","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"HD57IL4X","Herblix Lavender Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"Q7M2L93T","Herblix Natural Cream","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"PKLT3SZL","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"O50JMYZ5","Herblix Herbal Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"LNKOA0XX","Herblix Garlic Extract","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"P260P4ZN","Herblix Organic Oil","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"JZTX8LFQ","Herblix Natural Cream","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"7J6R1C7V","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"LLDQJC16","Herblix Echinacea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"PLEH48DJ","Herblix Rose Hip","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"24PGNSMN","Herblix Herbal Tea","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"N1TFX4FX","Herblix Echinacea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"GRUEOYOP","Herblix Ginger Root","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"CW86G3M2","Herblix Lavender Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"VJUI4198","Herblix Ginger Root","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"70UO583A","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"L739PFWJ","Herblix Aloe Vera","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"LKR62BZE","Herblix Ginseng","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"JNK31QY7","Herblix Natural Cream","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"4Y1VNH9G","Herblix Aloe Vera","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"S25ZUP4S","Herblix Ginger Root","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"GP6301AP","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"RZ0ES34D","Herblix Rose Hip","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"P8NI36BS","Herblix Peppermint Tea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"8YHYRAP5","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"LBF4W9HF","Herblix Natural Cream","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"UCHYBZA1","Herblix Natural Cream","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"5M48JY79","Herblix Lavender Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"C1PM6CEJ","Herblix Organic Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"7TEL59A6","Herblix Herbal Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"1UQ9POXV","Herblix Herbal Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"NCRANXCZ","Herblix Rose Hip","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"PK4WKK88","Herblix Vitamin C","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"U1DH6L4K","Herblix Aloe Vera","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"5688FG16","Herblix Rose Hip","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"UAAFD8LF","Herblix Honey Blend","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"Q4XJ59ZT","Herblix Chamomile","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"F9A39ISW","Herblix Rose Hip","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"855O48X8","Herblix Chamomile","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"XPEI2LIE","Herblix Rose Hip","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"17A7QMFP","Herblix Ginger Root","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"SY5HUUL4","Herblix Organic Oil","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"0Z23WPEE","Herblix Rose Hip","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"9O5ANG5H","Herblix Aloe Vera","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"LPBQU1ZZ","Herblix Turmeric","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"GLZHVZQS","Herblix Vitamin C","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"YAV6P3C7","Herblix Ginseng","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"0UV8FP6C","Herblix Ginseng","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"LJKAGQ3W","Herblix Ginseng","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"F24T9MJA","Herblix Turmeric","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"057KYOXY","Herblix Vitamin C","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"BCGPU5SZ","Herblix Ginseng","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"B5SZ2KMF","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"QEU5JD9I","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"EH3JNGDY","Herblix Herbal Tea","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"0RQA11F9","Herblix Natural Cream","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"13GNJZTV","Herblix Turmeric","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"F0Z6KTY7","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"MNDKN8M7","Herblix Peppermint Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"WG452TDG","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"FPIN626F","Herblix Rose Hip","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"MLL0YXKZ","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"PWSP7190","Herblix Peppermint Tea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"AA4Q9AWN","Herblix Ginger Root","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"H0X1G8C0","Herblix Aloe Vera","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"SRRE0PI3","Herblix Herbal Tea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"M0WJWC1G","Herblix Ginger Root","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"YMB3H214","Herblix Herbal Tea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"UH8IMNL7","Herblix Organic Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"2EX1RSEV","Herblix Natural Cream","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"QZK0M882","Herblix Aloe Vera","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"4J11ACSG","Herblix Lavender Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"75XD3AFA","Herblix Rose Hip","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"5DU6HWAD","Herblix Natural Cream","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"2DD4LDEW","Herblix Lavender Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"86JPX6A2","Herblix Chamomile","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"QL8A8O5Q","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"TRYPXZ1U","Herblix Aloe Vera","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"GKV8KMC8","Herblix Vitamin C","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"O21IHY20","Herblix Honey Blend","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"O7XFLFK0","Herblix Herbal Tea","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"NZ72JR2D","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"546I3TT6","Herblix Turmeric","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"1QWXAI6O","Herblix Honey Blend","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"MA6O2XY1","Herblix Honey Blend","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"DH1R3PSH","Herblix Ginseng","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"G2VMWV61","Herblix Garlic Extract","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"SD5LC2GG","Herblix Vitamin C","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"5BC2BN5F","Herblix Natural Cream","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"304EZCNI","Herblix Rose Hip","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"NB75WGBP","Herblix Vitamin C","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"YUWNJ966","Herblix Vitamin C","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"42EC1U1C","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"4ZZ6JDHL","Herblix Chamomile","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"QIBEEIWK","Herblix Vitamin C","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"B4G8I0EO","Herblix Lavender Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"KS0QFJFD","Herblix Peppermint Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"ME8MXLZA","Herblix Garlic Extract","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"SN92AOCJ","Herblix Herbal Tea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"JSD3LZ7G","Herblix Turmeric","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"VAYLH9KN","Herblix Herbal Tea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"5LS9KOPL","Herblix Ginseng","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"9AG0BE1D","Herblix Turmeric","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"6I7B8FKF","Herblix Honey Blend","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"VO04OO43","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"WHIQX0AK","Herblix Ginseng","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"AE8EC6D4","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"SARCNYN7","Herblix Aloe Vera","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"1YQR7CKK","Herblix Turmeric","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"N14MI34P","Herblix Chamomile","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"QAOOQW32","Herblix Chamomile","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"5NHROY9S","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"Z30RMZM6","Herblix Ginseng","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"B9H93Y2G","Herblix Rose Hip","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"5GRTZA6O","Herblix Garlic Extract","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"UJKKJYZI","Herblix Aloe Vera","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"M4IDWMJN","Herblix Honey Blend","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"I2WOO6MU","Herblix Aloe Vera","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"Q990TUSY","Herblix Lavender Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"HWBHNOVU","Herblix Turmeric","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"13LYXFAY","Herblix Garlic Extract","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"K6DGQ2G1","Herblix Vitamin C","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"GXJOU5Q4","Herblix Rose Hip","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"WGVQUBX3","Herblix Natural Cream","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"QUJPU5M9","Herblix Organic Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"BPV5K6RJ","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"DV2U5USE","Herblix Aloe Vera","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"OG3TQ6R6","Herblix Ginger Root","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"TKKWV6K9","Herblix Vitamin C","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"A3V4MVPU","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"1A8B8XJI","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"X9E9LC66","Herblix Honey Blend","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"WZCRFRK5","Herblix Aloe Vera","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"NPHF96VF","Herblix Ginseng","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"6G5K6HJG","Herblix Peppermint Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"5DU1A26I","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"5VR0256T","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"D97SR8XR","Herblix Aloe Vera","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"BN90ELAM","Herblix Herbal Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"2LTYFZCC","Herblix Natural Cream","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"3AFEVKAS","Herblix Echinacea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"MVR5LJTN","Herblix Peppermint Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"JY8VGTR9","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"2RJ03LXY","Herblix Ginseng","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"BFM4KHE3","Herblix Echinacea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"71D3R82V","Herblix Rose Hip","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"NPUR7Q5C","Herblix Organic Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"7NLS72KH","Herblix Herbal Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"QUGC302N","Herblix Honey Blend","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"4I6R0IQE","Herblix Ginger Root","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
